:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
5292,BiologicalProcess,GO,"bp(GO:""cytoskeleton organization"")",cytoskeleton organization,cytoskeleton organization
5293,BiologicalProcess,GO,"bp(GO:""motor neuron axon guidance"")",motor neuron axon guidance,motor neuron axon guidance
5294,BiologicalProcess,NCIT,"bp(NCIT:""C16559"")",C16559,C16559
5295,BiologicalProcess,GO,"bp(GO:""response to stress"")",response to stress,response to stress
5296,BiologicalProcess,MESH,"bp(MESH:""Immunity"")",Immunity,Immunity
5297,BiologicalProcess,GO,"bp(GO:""CD8-positive, alpha-beta T cell differentiation involved in immune response"")","CD8-positive, alpha-beta T cell differentiation involved in immune response","CD8-positive, alpha-beta T cell differentiation involved in immune response"
5298,BiologicalProcess,GO,"bp(GO:""stress-induced premature senescence"")",stress-induced premature senescence,stress-induced premature senescence
5299,BiologicalProcess,MESH,"bp(MESH:""Microbiota"")",Microbiota,Microbiota
5300,BiologicalProcess,CONSO,"bp(CONSO:""nAChR assembly"")",nAChR assembly,nAChR assembly
5301,BiologicalProcess,MESH,"bp(MESH:""D009435"")",D009435,D009435
5302,BiologicalProcess,GO,"bp(GO:""positive regulation of cAMP-dependent protein kinase activity"")",positive regulation of cAMP-dependent protein kinase activity,positive regulation of cAMP-dependent protein kinase activity
5303,BiologicalProcess,GO,"bp(GO:""response to osmotic stress"")",response to osmotic stress,response to osmotic stress
5304,BiologicalProcess,GO,"bp(GO:""cell killing"")",cell killing,cell killing
5305,BiologicalProcess,GO,"bp(GO:""catabolic process"")",catabolic process,catabolic process
5306,BiologicalProcess,GO,"bp(GO:""response to transition metal nanoparticle"")",response to transition metal nanoparticle,response to transition metal nanoparticle
5307,BiologicalProcess,GOBP,"bp(GOBP:""protein activation cascade"")",protein activation cascade,protein activation cascade
5308,BiologicalProcess,GOBP,"bp(GOBP:""T cell activation"")",T cell activation,T cell activation
5309,BiologicalProcess,GOBP,"bp(GOBP:""response to wounding"")",response to wounding,response to wounding
5310,BiologicalProcess,GOBP,"bp(GOBP:""dendritic cell differentiation"")",dendritic cell differentiation,dendritic cell differentiation
5311,BiologicalProcess,MESHF,"bp(MESHF:""Spatial Memory"")",Spatial Memory,Spatial Memory
5312,BiologicalProcess,GOBP,"bp(GOBP:""mitochondria-nucleus signaling pathway"")",mitochondria-nucleus signaling pathway,mitochondria-nucleus signaling pathway
5313,BiologicalProcess,GOBP,"bp(GOBP:""transcription, DNA-templated"")","transcription, DNA-templated","transcription, DNA-templated"
5314,BiologicalProcess,GOBP,"bp(GOBP:""insulin receptor signaling pathway via phosphatidylinositol 3-kinase"")",insulin receptor signaling pathway via phosphatidylinositol 3-kinase,insulin receptor signaling pathway via phosphatidylinositol 3-kinase
5315,BiologicalProcess,GOBP,"bp(GOBP:""neurotransmitter secretion"")",neurotransmitter secretion,neurotransmitter secretion
5316,BiologicalProcess,GOBP,"bp(GOBP:""rhythmic excitation"")",rhythmic excitation,rhythmic excitation
5317,BiologicalProcess,HP,"bp(HP:""potassium channel activity"")",potassium channel activity,potassium channel activity
5318,BiologicalProcess,GOBP,"bp(GOBP:""cAMP catabolic process"")",cAMP catabolic process,cAMP catabolic process
5319,BiologicalProcess,GOBP,"bp(GOBP:""glial cell differentiation"")",glial cell differentiation,glial cell differentiation
5320,BiologicalProcess,MESHPP,"bp(MESHPP:""Exercise"")",Exercise,Exercise
5321,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of viral entry into host cell"")",positive regulation of viral entry into host cell,positive regulation of viral entry into host cell
5322,BiologicalProcess,GO,"bp(GO:""nervous system development"")",nervous system development,nervous system development
5323,BiologicalProcess,CONSO,"bp(CONSO:""Astrogliosis"")",Astrogliosis,Astrogliosis
5324,BiologicalProcess,GO,"bp(GO:""cholesterol esterification"")",cholesterol esterification,cholesterol esterification
5325,BiologicalProcess,GO,"bp(GO:""excitatory chemical synaptic transmission"")",excitatory chemical synaptic transmission,excitatory chemical synaptic transmission
5326,BiologicalProcess,GO,"bp(GO:""negative regulation of NMDA glutamate receptor activity"")",negative regulation of NMDA glutamate receptor activity,negative regulation of NMDA glutamate receptor activity
5327,BiologicalProcess,MESH,"bp(MESH:""Protein Stability"")",Protein Stability,Protein Stability
5328,BiologicalProcess,GO,"bp(GO:""actin filament reorganization"")",actin filament reorganization,actin filament reorganization
5329,BiologicalProcess,GO,"bp(GO:""glycolytic process"")",glycolytic process,glycolytic process
5330,BiologicalProcess,GO,"bp(GO:""synaptic vesicle recycling via endosome"")",synaptic vesicle recycling via endosome,synaptic vesicle recycling via endosome
5331,BiologicalProcess,NCIT,"bp(NCIT:""DNA Damage"")",DNA Damage,DNA Damage
5332,BiologicalProcess,NCIT,"bp(NCIT:""Protein Expression"")",Protein Expression,Protein Expression
5333,BiologicalProcess,GO,"bp(GO:""translational termination"")",translational termination,translational termination
5334,BiologicalProcess,MESH,"bp(MESH:""Sensory Gating"")",Sensory Gating,Sensory Gating
5335,BiologicalProcess,GO,"bp(GO:""actin filament depolymerization"")",actin filament depolymerization,actin filament depolymerization
5336,BiologicalProcess,CONSO,"bp(CONSO:""Neurodegeneration"")",Neurodegeneration,Neurodegeneration
5337,BiologicalProcess,GO,"bp(GO:""lysosomal lumen pH elevation"")",lysosomal lumen pH elevation,lysosomal lumen pH elevation
5338,BiologicalProcess,GO,"bp(GO:""skeletal muscle acetylcholine-gated channel clustering"")",skeletal muscle acetylcholine-gated channel clustering,skeletal muscle acetylcholine-gated channel clustering
5339,BiologicalProcess,GO,"bp(GO:""protein kinase A signaling"")",protein kinase A signaling,protein kinase A signaling
5340,BiologicalProcess,GO,"bp(GO:""TOR signaling"")",TOR signaling,TOR signaling
5341,BiologicalProcess,GO,"bp(GO:""secretion of lysosomal enzymes"")",secretion of lysosomal enzymes,secretion of lysosomal enzymes
5342,BiologicalProcess,GO,"bp(GO:""nuclear protein quality control by the ubiquitin-proteasome system"")",nuclear protein quality control by the ubiquitin-proteasome system,nuclear protein quality control by the ubiquitin-proteasome system
5343,BiologicalProcess,GOBP,"bp(GOBP:""microglial cell mediated cytotoxicity"")",microglial cell mediated cytotoxicity,microglial cell mediated cytotoxicity
5344,BiologicalProcess,GOBP,"bp(GOBP:""cell migration"")",cell migration,cell migration
5345,BiologicalProcess,HP,"bp(HP:""spatial learning"")",spatial learning,spatial learning
5346,BiologicalProcess,GOBP,"bp(GOBP:""endothelial cell morphogenesis"")",endothelial cell morphogenesis,endothelial cell morphogenesis
5347,BiologicalProcess,GOBP,"bp(GOBP:""synaptic signaling"")",synaptic signaling,synaptic signaling
5348,BiologicalProcess,GOBP,"bp(GOBP:""neuron death"")",neuron death,neuron death
5349,BiologicalProcess,GOBP,"bp(GOBP:""calcium ion homeostasis"")",calcium ion homeostasis,calcium ion homeostasis
5350,BiologicalProcess,GOBP,"bp(GOBP:""cell cycle"")",cell cycle,cell cycle
5351,BiologicalProcess,GOBP,"bp(GOBP:""cell redox homeostasis"")",cell redox homeostasis,cell redox homeostasis
5352,BiologicalProcess,GOBP,"bp(GOBP:""telencephalon microglial cell migration"")",telencephalon microglial cell migration,telencephalon microglial cell migration
5353,BiologicalProcess,GOBP,"bp(GOBP:""glucose import"")",glucose import,glucose import
5354,BiologicalProcess,GOBP,"bp(GOBP:""oxygen homeostasis"")",oxygen homeostasis,oxygen homeostasis
5355,BiologicalProcess,GOBP,"bp(GOBP:""cell senescence"")",cell senescence,cell senescence
5356,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of gene expression"")",positive regulation of gene expression,positive regulation of gene expression
5357,BiologicalProcess,GOBP,"bp(GOBP:""cell death in response to oxidative stress"")",cell death in response to oxidative stress,cell death in response to oxidative stress
5358,BiologicalProcess,GOBP,"bp(GOBP:""response to misfolded protein"")",response to misfolded protein,response to misfolded protein
5359,BiologicalProcess,GOBP,"bp(GOBP:""initiation of viral infection"")",initiation of viral infection,initiation of viral infection
5360,BiologicalProcess,GOBP,"bp(GOBP:""macropinocytosis"")",macropinocytosis,macropinocytosis
5361,BiologicalProcess,GO,"bp(GO:""Wnt signaling pathway, planar cell polarity pathway"")","Wnt signaling pathway, planar cell polarity pathway","Wnt signaling pathway, planar cell polarity pathway"
5362,BiologicalProcess,GO,"bp(GO:""regulation of neuronal synaptic plasticity"")",regulation of neuronal synaptic plasticity,regulation of neuronal synaptic plasticity
5363,BiologicalProcess,GO,"bp(GO:""positive regulation of voltage-gated potassium channel activity"")",positive regulation of voltage-gated potassium channel activity,positive regulation of voltage-gated potassium channel activity
5364,BiologicalProcess,GO,"bp(GO:""PERK-mediated unfolded protein response"")",PERK-mediated unfolded protein response,PERK-mediated unfolded protein response
5365,BiologicalProcess,GO,"bp(GO:""epidermal growth factor receptor signaling pathway"")",epidermal growth factor receptor signaling pathway,epidermal growth factor receptor signaling pathway
5366,BiologicalProcess,GO,"bp(GO:""sensory perception"")",sensory perception,sensory perception
5367,BiologicalProcess,MESH,"bp(MESH:""Muscle Strength"")",Muscle Strength,Muscle Strength
5368,BiologicalProcess,GO,"bp(GO:""immune system process"")",immune system process,immune system process
5369,BiologicalProcess,GO,"bp(GO:""receptor signaling pathway via JAK-STAT"")",receptor signaling pathway via JAK-STAT,receptor signaling pathway via JAK-STAT
5370,BiologicalProcess,GO,"bp(GO:""generation of neurons"")",generation of neurons,generation of neurons
5371,BiologicalProcess,GO,"bp(GO:""synaptic vesicle transport"")",synaptic vesicle transport,synaptic vesicle transport
5372,BiologicalProcess,GO,"bp(GO:""'de novo' protein folding"")",'de novo' protein folding,'de novo' protein folding
5373,BiologicalProcess,GO,"bp(GO:""response to acidic pH"")",response to acidic pH,response to acidic pH
5374,BiologicalProcess,GO,"bp(GO:""behavioral fear response"")",behavioral fear response,behavioral fear response
5375,BiologicalProcess,MESH,"bp(MESH:""Cell Movement"")",Cell Movement,Cell Movement
5376,BiologicalProcess,GO,"bp(GO:""vacuolar acidification"")",vacuolar acidification,vacuolar acidification
5377,BiologicalProcess,GOBP,"bp(GOBP:""phagocytosis"")",phagocytosis,phagocytosis
5378,BiologicalProcess,MESHPP,"bp(MESHPP:""Immunoreceptor Tyrosine-Based Activation Motif"")",Immunoreceptor Tyrosine-Based Activation Motif,Immunoreceptor Tyrosine-Based Activation Motif
5379,BiologicalProcess,GOBP,"bp(GOBP:""autophagy"")",autophagy,autophagy
5380,BiologicalProcess,GOBP,"bp(GOBP:""morphogenesis of a branching structure"")",morphogenesis of a branching structure,morphogenesis of a branching structure
5381,BiologicalProcess,GOBP,"bp(GOBP:""CD4-positive, alpha-beta T cell differentiation"")","CD4-positive, alpha-beta T cell differentiation","CD4-positive, alpha-beta T cell differentiation"
5382,BiologicalProcess,GOBP,"bp(GOBP:""endoplasmic reticulum calcium ion homeostasis"")",endoplasmic reticulum calcium ion homeostasis,endoplasmic reticulum calcium ion homeostasis
5383,BiologicalProcess,GOBP,"bp(GOBP:""regulation of cell-cell adhesion"")",regulation of cell-cell adhesion,regulation of cell-cell adhesion
5384,BiologicalProcess,GOBP,"bp(GOBP:""cholesterol metabolic process"")",cholesterol metabolic process,cholesterol metabolic process
5385,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of mitochondrial membrane potential"")",positive regulation of mitochondrial membrane potential,positive regulation of mitochondrial membrane potential
5386,BiologicalProcess,GOBP,"bp(GOBP:""dopamine receptor signaling pathway"")",dopamine receptor signaling pathway,dopamine receptor signaling pathway
5387,BiologicalProcess,GOBP,"bp(GOBP:""arachidonic acid secretion"")",arachidonic acid secretion,arachidonic acid secretion
5388,BiologicalProcess,GOBP,"bp(GOBP:""JUN kinase activity"")",JUN kinase activity,JUN kinase activity
5389,BiologicalProcess,GOBP,"bp(GOBP:""activation of phospholipase C activity"")",activation of phospholipase C activity,activation of phospholipase C activity
5390,BiologicalProcess,MESHPP,"bp(MESHPP:""Endoplasmic Reticulum-Associated Degradation"")",Endoplasmic Reticulum-Associated Degradation,Endoplasmic Reticulum-Associated Degradation
5391,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of neuron apoptotic process"")",negative regulation of neuron apoptotic process,negative regulation of neuron apoptotic process
5392,BiologicalProcess,GOBP,"bp(GOBP:""neutrophil aggregation"")",neutrophil aggregation,neutrophil aggregation
5393,BiologicalProcess,NNS,"bp(NNS:""renal hypertrophy"")",renal hypertrophy,renal hypertrophy
5394,BiologicalProcess,GO,"bp(GO:""microglial cell activation"")",microglial cell activation,microglial cell activation
5395,BiologicalProcess,GO,"bp(GO:""JNK cascade"")",JNK cascade,JNK cascade
5396,BiologicalProcess,MESH,"bp(MESH:""Synaptic Transmission"")",Synaptic Transmission,Synaptic Transmission
5397,BiologicalProcess,GO,"bp(GO:""negative regulation of mitochondrial membrane potential"")",negative regulation of mitochondrial membrane potential,negative regulation of mitochondrial membrane potential
5398,BiologicalProcess,GO,"bp(GO:""protein secretion"")",protein secretion,protein secretion
5399,BiologicalProcess,GO,"bp(GO:""respiratory gaseous exchange by respiratory system"")",respiratory gaseous exchange by respiratory system,respiratory gaseous exchange by respiratory system
5400,BiologicalProcess,GO,"bp(GO:""mitochondrion organization"")",mitochondrion organization,mitochondrion organization
5401,BiologicalProcess,GO,"bp(GO:""axon guidance"")",axon guidance,axon guidance
5402,BiologicalProcess,MESH,"bp(MESH:""Adaptive Immunity"")",Adaptive Immunity,Adaptive Immunity
5403,BiologicalProcess,MESH,"bp(MESH:""Synaptic Potentials"")",Synaptic Potentials,Synaptic Potentials
5404,BiologicalProcess,GO,"bp(GO:""protein K63-linked ubiquitination"")",protein K63-linked ubiquitination,protein K63-linked ubiquitination
5405,BiologicalProcess,GOBP,"bp(GOBP:""glycolysis"")",glycolysis,glycolysis
5406,BiologicalProcess,NCIT,"bp(NCIT:""Membrane Fusion Activity"")",Membrane Fusion Activity,Membrane Fusion Activity
5407,BiologicalProcess,GOBP,"bp(GOBP:""penile erection"")",penile erection,penile erection
5408,BiologicalProcess,GOBP,"bp(GOBP:""myelination"")",myelination,myelination
5409,BiologicalProcess,GOBP,"bp(GOBP:""phosphatidylinositol metabolic process"")",phosphatidylinositol metabolic process,phosphatidylinositol metabolic process
5410,BiologicalProcess,MESHPP,"bp(MESHPP:""Oxidative Stress"")",Oxidative Stress,Oxidative Stress
5411,BiologicalProcess,GOBP,"bp(GOBP:""cellular response to calcium ion"")",cellular response to calcium ion,cellular response to calcium ion
5412,BiologicalProcess,GOBP,"bp(GOBP:""DNA repair"")",DNA repair,DNA repair
5413,BiologicalProcess,GOBP,"bp(GOBP:""acetylcholine secretion"")",acetylcholine secretion,acetylcholine secretion
5414,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of synaptic transmission, glutamatergic"")","positive regulation of synaptic transmission, glutamatergic","positive regulation of synaptic transmission, glutamatergic"
5415,BiologicalProcess,GOBP,"bp(GOBP:""regulation of long-term synaptic potentiation"")",regulation of long-term synaptic potentiation,regulation of long-term synaptic potentiation
5416,BiologicalProcess,GOBP,"bp(GOBP:""calcium channel regulator activity"")",calcium channel regulator activity,calcium channel regulator activity
5417,BiologicalProcess,MESHPP,"bp(MESHPP:""Insulin Resistance"")",Insulin Resistance,Insulin Resistance
5418,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of phosphatidylinositol 3-kinase activity"")",negative regulation of phosphatidylinositol 3-kinase activity,negative regulation of phosphatidylinositol 3-kinase activity
5419,BiologicalProcess,GOBP,"bp(GOBP:""phosphoenolpyruvate carboxykinase activity"")",phosphoenolpyruvate carboxykinase activity,phosphoenolpyruvate carboxykinase activity
5420,BiologicalProcess,GOBP,"bp(GOBP:""elevation of cytosolic calcium ion concentration"")",elevation of cytosolic calcium ion concentration,elevation of cytosolic calcium ion concentration
5421,BiologicalProcess,GOBP,"bp(GOBP:""cellular response to nitrosative stress"")",cellular response to nitrosative stress,cellular response to nitrosative stress
5422,BiologicalProcess,GOBP,"bp(GOBP:""cell-matrix adhesion"")",cell-matrix adhesion,cell-matrix adhesion
5423,BiologicalProcess,GOBP,"bp(GOBP:""axonogenesis"")",axonogenesis,axonogenesis
5424,BiologicalProcess,GO,"bp(GO:""sensory processing"")",sensory processing,sensory processing
5425,BiologicalProcess,GO,"bp(GO:""NMDA selective glutamate receptor signaling pathway"")",NMDA selective glutamate receptor signaling pathway,NMDA selective glutamate receptor signaling pathway
5426,BiologicalProcess,GO,"bp(GO:""Wnt signaling pathway"")",Wnt signaling pathway,Wnt signaling pathway
5427,BiologicalProcess,GO,"bp(GO:""negative regulation of calcium-mediated signaling"")",negative regulation of calcium-mediated signaling,negative regulation of calcium-mediated signaling
5428,BiologicalProcess,GO,"bp(GO:""regulation of protein oxidation"")",regulation of protein oxidation,regulation of protein oxidation
5429,BiologicalProcess,GO,"bp(GO:""retrograde dendritic transport"")",retrograde dendritic transport,retrograde dendritic transport
5430,BiologicalProcess,GO,"bp(GO:""reactive oxygen species biosynthetic process"")",reactive oxygen species biosynthetic process,reactive oxygen species biosynthetic process
5431,BiologicalProcess,GO,"bp(GO:""cellular homeostasis"")",cellular homeostasis,cellular homeostasis
5432,BiologicalProcess,GO,"bp(GO:""innate immune response"")",innate immune response,innate immune response
5433,BiologicalProcess,MESH,"bp(MESH:""Immunity, Innate"")","Immunity, Innate","Immunity, Innate"
5434,BiologicalProcess,GO,"bp(GO:""regulation of NMDA receptor activity"")",regulation of NMDA receptor activity,regulation of NMDA receptor activity
5435,BiologicalProcess,MESH,"bp(MESH:""Self Tolerance"")",Self Tolerance,Self Tolerance
5436,BiologicalProcess,GO,"bp(GO:""compartment boundary maintenance"")",compartment boundary maintenance,compartment boundary maintenance
5437,BiologicalProcess,GO,"bp(GO:""exocytosis"")",exocytosis,exocytosis
5438,BiologicalProcess,GO,"bp(GO:""action potential initiation"")",action potential initiation,action potential initiation
5439,BiologicalProcess,GO,"bp(GO:""GO:0035249"")",GO:0035249,GO:0035249
5440,BiologicalProcess,GO,"bp(GO:""innervation"")",innervation,innervation
5441,BiologicalProcess,GO,"bp(GO:""T cell proliferation"")",T cell proliferation,T cell proliferation
5442,BiologicalProcess,GO,"bp(GO:""cytoplasm protein quality control by the ubiquitin-proteasome system"")",cytoplasm protein quality control by the ubiquitin-proteasome system,cytoplasm protein quality control by the ubiquitin-proteasome system
5443,BiologicalProcess,GO,"bp(GO:""cell aging"")",cell aging,cell aging
5444,BiologicalProcess,GO,"bp(GO:""response to amino acid"")",response to amino acid,response to amino acid
5445,BiologicalProcess,GO,"bp(GO:""response to doxorubicin"")",response to doxorubicin,response to doxorubicin
5446,BiologicalProcess,GOBP,"bp(GOBP:""regulation of phagocytosis"")",regulation of phagocytosis,regulation of phagocytosis
5447,BiologicalProcess,GOBP,"bp(GOBP:""positive chemotaxis"")",positive chemotaxis,positive chemotaxis
5448,BiologicalProcess,GOBP,"bp(GOBP:""cognition"")",cognition,cognition
5449,BiologicalProcess,GOBP,"bp(GOBP:""JNK cascade"")",JNK cascade,JNK cascade
5450,BiologicalProcess,GOBP,"bp(GOBP:""mitochondrial transport"")",mitochondrial transport,mitochondrial transport
5451,BiologicalProcess,GOBP,"bp(GOBP:""mitochondrial fission"")",mitochondrial fission,mitochondrial fission
5452,BiologicalProcess,GOBP,"bp(GOBP:""stress-activated protein kinase signaling cascade"")",stress-activated protein kinase signaling cascade,stress-activated protein kinase signaling cascade
5453,BiologicalProcess,MESHPP,"bp(MESHPP:""Energy Metabolism"")",Energy Metabolism,Energy Metabolism
5454,BiologicalProcess,GOBP,"bp(GOBP:""ceramide biosynthetic process"")",ceramide biosynthetic process,ceramide biosynthetic process
5455,BiologicalProcess,GOBP,"bp(GOBP:""regulation of prostaglandin-endoperoxide synthase activity"")",regulation of prostaglandin-endoperoxide synthase activity,regulation of prostaglandin-endoperoxide synthase activity
5456,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of myelination"")",negative regulation of myelination,negative regulation of myelination
5457,BiologicalProcess,PMIBP,"bp(PMIBP:""beta amyloid induced stress"")",beta amyloid induced stress,beta amyloid induced stress
5458,BiologicalProcess,MESHPP,"bp(MESHPP:""Bacterial invasion"")",Bacterial invasion,Bacterial invasion
5459,BiologicalProcess,GO,"bp(GO:""synaptic transmission, glutamatergic"")","synaptic transmission, glutamatergic","synaptic transmission, glutamatergic"
12012,BiologicalProcess,GO,"bp(GO:""cellular respiration"")",cellular respiration,cellular respiration
12013,BiologicalProcess,CONSO,"bp(CONSO:""APP processing"")",APP processing,APP processing
12014,BiologicalProcess,GO,"bp(GO:""positive regulation of neuron apoptotic process"")",positive regulation of neuron apoptotic process,positive regulation of neuron apoptotic process
12015,BiologicalProcess,MESH,"bp(MESH:""Oxidative Stress"")",Oxidative Stress,Oxidative Stress
12016,BiologicalProcess,GO,"bp(GO:""protein quality control for misfolded or incompletely synthesized proteins"")",protein quality control for misfolded or incompletely synthesized proteins,protein quality control for misfolded or incompletely synthesized proteins
12017,BiologicalProcess,GO,"bp(GO:""protein ubiquitination"")",protein ubiquitination,protein ubiquitination
12018,BiologicalProcess,GO,"bp(GO:""ATP generation from ADP"")",ATP generation from ADP,ATP generation from ADP
12019,BiologicalProcess,GO,"bp(GO:""cytokine production involved in inflammatory response"")",cytokine production involved in inflammatory response,cytokine production involved in inflammatory response
12020,BiologicalProcess,GO,"bp(GO:""CD4-positive, alpha-beta T cell activation"")","CD4-positive, alpha-beta T cell activation","CD4-positive, alpha-beta T cell activation"
12021,BiologicalProcess,MESH,"bp(MESH:""Homeostasis"")",Homeostasis,Homeostasis
12022,BiologicalProcess,GO,"bp(GO:""NLRP3 inflammasome complex assembly"")",NLRP3 inflammasome complex assembly,NLRP3 inflammasome complex assembly
12023,BiologicalProcess,GO,"bp(GO:""B cell activation"")",B cell activation,B cell activation
12024,BiologicalProcess,GO,"bp(GO:""glial cell activation"")",glial cell activation,glial cell activation
12025,BiologicalProcess,GO,"bp(GO:""cytokinesis"")",cytokinesis,cytokinesis
12026,BiologicalProcess,MESH,"bp(MESH:""Metabolism"")",Metabolism,Metabolism
12027,BiologicalProcess,GO,"bp(GO:""pituitary gland development"")",pituitary gland development,pituitary gland development
12028,BiologicalProcess,GO,"bp(GO:""catecholamine secretion"")",catecholamine secretion,catecholamine secretion
12029,BiologicalProcess,GO,"bp(GO:""lymphocyte activation"")",lymphocyte activation,lymphocyte activation
12030,BiologicalProcess,MESH,"bp(MESH:""Longevity"")",Longevity,Longevity
12031,BiologicalProcess,GO,"bp(GO:""mitochondrion transport along microtubule"")",mitochondrion transport along microtubule,mitochondrion transport along microtubule
12032,BiologicalProcess,GO,"bp(GO:""GTPase activity"")",GTPase activity,GTPase activity
12033,BiologicalProcess,GO,"bp(GO:""cellular metabolic process"")",cellular metabolic process,cellular metabolic process
12034,BiologicalProcess,GOBP,"bp(GOBP:""pathogenesis"")",pathogenesis,pathogenesis
12035,BiologicalProcess,HP,"bp(HP:""Neurodegeneration"")",Neurodegeneration,Neurodegeneration
12036,BiologicalProcess,GOBP,"bp(GOBP:""T-helper 1 cell differentiation"")",T-helper 1 cell differentiation,T-helper 1 cell differentiation
12037,BiologicalProcess,GOBP,"bp(GOBP:""neuron apoptotic process"")",neuron apoptotic process,neuron apoptotic process
12038,BiologicalProcess,GOBP,"bp(GOBP:""cellular response to DNA damage stimulus"")",cellular response to DNA damage stimulus,cellular response to DNA damage stimulus
12039,BiologicalProcess,GOBP,"bp(GOBP:""protein kinase B signaling cascade"")",protein kinase B signaling cascade,protein kinase B signaling cascade
12040,BiologicalProcess,GOBP,"bp(GOBP:""dendrite development"")",dendrite development,dendrite development
12041,BiologicalProcess,GOBP,"bp(GOBP:""hydrogen peroxide-mediated programmed cell death"")",hydrogen peroxide-mediated programmed cell death,hydrogen peroxide-mediated programmed cell death
12042,BiologicalProcess,GOBP,"bp(GOBP:""vasoconstriction"")",vasoconstriction,vasoconstriction
12043,BiologicalProcess,PTS,"bp(PTS:""APP processing pathway"")",APP processing pathway,APP processing pathway
12044,BiologicalProcess,GOBP,"bp(GOBP:""receptor-mediated endocytosis"")",receptor-mediated endocytosis,receptor-mediated endocytosis
12045,BiologicalProcess,ADO,"bp(ADO:""neuroinflammation"")",neuroinflammation,neuroinflammation
12046,BiologicalProcess,GOBP,"bp(GOBP:""cytokine secretion"")",cytokine secretion,cytokine secretion
12047,BiologicalProcess,GO,"bp(GO:""regulation of synaptic plasticity"")",regulation of synaptic plasticity,regulation of synaptic plasticity
12048,BiologicalProcess,GO,"bp(GO:""amyloid-beta clearance"")",amyloid-beta clearance,amyloid-beta clearance
12049,BiologicalProcess,GO,"bp(GO:""stem cell proliferation"")",stem cell proliferation,stem cell proliferation
12050,BiologicalProcess,GO,"bp(GO:""calcium ion import"")",calcium ion import,calcium ion import
12051,BiologicalProcess,GO,"bp(GO:""regulation of gene expression, epigenetic"")","regulation of gene expression, epigenetic","regulation of gene expression, epigenetic"
12052,BiologicalProcess,GO,"bp(GO:""mRNA transcription"")",mRNA transcription,mRNA transcription
12053,BiologicalProcess,GO,"bp(GO:""IRE1-mediated unfolded protein response"")",IRE1-mediated unfolded protein response,IRE1-mediated unfolded protein response
12054,BiologicalProcess,GO,"bp(GO:""cell-cell adhesion"")",cell-cell adhesion,cell-cell adhesion
12055,BiologicalProcess,GO,"bp(GO:""glucose import"")",glucose import,glucose import
12056,BiologicalProcess,GO,"bp(GO:""brain development"")",brain development,brain development
12057,BiologicalProcess,MESH,"bp(MESH:""Aging"")",Aging,Aging
12058,BiologicalProcess,NCIT,"bp(NCIT:""C53611"")",C53611,C53611
12059,BiologicalProcess,GO,"bp(GO:""neuron migration"")",neuron migration,neuron migration
12060,BiologicalProcess,GO,"bp(GO:""macroautophagy"")",macroautophagy,macroautophagy
12061,BiologicalProcess,MESH,"bp(MESH:""Stress, Physiological"")","Stress, Physiological","Stress, Physiological"
12062,BiologicalProcess,MESH,"bp(MESH:""Protein Carbonylation"")",Protein Carbonylation,Protein Carbonylation
12063,BiologicalProcess,MESH,"bp(MESH:""Endocytosis"")",Endocytosis,Endocytosis
12064,BiologicalProcess,GOBP,"bp(GOBP:""microglial cell proliferation"")",microglial cell proliferation,microglial cell proliferation
12065,BiologicalProcess,GOBP,"bp(GOBP:""complement activation"")",complement activation,complement activation
12066,BiologicalProcess,GOBP,"bp(GOBP:""type I interferon production"")",type I interferon production,type I interferon production
12067,BiologicalProcess,GOBP,"bp(GOBP:""proteolysis"")",proteolysis,proteolysis
12068,BiologicalProcess,GOBP,"bp(GOBP:""T-helper 2 cell cytokine production"")",T-helper 2 cell cytokine production,T-helper 2 cell cytokine production
12069,BiologicalProcess,GOBP,"bp(GOBP:""inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"")","inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity","inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"
12070,BiologicalProcess,GOBP,"bp(GOBP:""regulation of microtubule cytoskeleton organization"")",regulation of microtubule cytoskeleton organization,regulation of microtubule cytoskeleton organization
12071,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of CREB transcription factor activity"")",positive regulation of CREB transcription factor activity,positive regulation of CREB transcription factor activity
12072,BiologicalProcess,PMIBP,"bp(PMIBP:""kainate induced neurtoxicity"")",kainate induced neurtoxicity,kainate induced neurtoxicity
12073,BiologicalProcess,GOBP,"bp(GOBP:""mitochondrial depolarization"")",mitochondrial depolarization,mitochondrial depolarization
12074,BiologicalProcess,NIFT,"bp(NIFT:""Synaptic plasticity"")",Synaptic plasticity,Synaptic plasticity
12075,BiologicalProcess,GOBP,"bp(GOBP:""regulation of short-term neuronal synaptic plasticity"")",regulation of short-term neuronal synaptic plasticity,regulation of short-term neuronal synaptic plasticity
12076,BiologicalProcess,GOBP,"bp(GOBP:""focal adhesion assembly"")",focal adhesion assembly,focal adhesion assembly
