:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
17562,Drug,1866X1631,Carbinoxamine,DB00748,"For symptomatic relief of seasonal and perennial allergic rhinitis and vasomotor rhinitis, as well as allergic conjunctivitis caused by foods and inhaled allergens. Also for the relief of allergic reactions to blood or plasma, and the symptomatic management of mild, uncomplicated allergic skin manifestations of urticaria and angioedema.",486-16-8
17563,Drug,1866X1792,Triptorelin,,Triptorelin is indicated for the palliative treatment of advanced prostate cancer.,57773-63-4
17564,Drug,1867X1626,Fluticasone propionate,DB00588,"Fluticasone propionate, a medium-potency synthetic corticosteroid, is used topically to relieve inflammatory and pruritic symptoms of dermatoses and psoriasis, intranasally to manage symptoms of allergic and non-allergic rhinitis, and orally for the maintenance treatment of asthma as prophylactic therapy and for patients requiring oral corticosteroid therapy for asthma.",80474-14-2
17565,Drug,1867X1859,Umeclidinium,,"Indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).",869185-19-3
17566,Drug,1868X1780,Rivaroxaban,DB06228,"Rivaroxaban is indicated for the prevention of venous thromboembolic events (VTE) in patients who have undergone total hips replacements and total knee replacement surgery; prevention of stroke and systemic embolism in patients with nonvalvular atrial fibrillation; treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE); to reduce risk of recurrent DVT and/or PE. Due to a lack of safety studies, it is not recommended for use in those under 18 years old. Its use is also not recommended in those with severe renal impairment (<30mL/min).",366789-02-8
17567,Drug,1869X1618,Metformin,DB00331,For use as an adjunct to diet and exercise in adult patients (18 years and older) with NIDDM. May also be used for the management of metabolic and reproductive abnormalities associated with polycystic ovary syndrome (PCOS). Jentadueto is for the treatment of patients when both linagliptin and metformin is appropriate.,657-24-9
17568,Drug,1869X1659,Prasterone,DB01708,"DHEA is taken as a supplement for a variety of unsubstantiated indications. The following indications have shown promise and are backed up by some scientific evidence: schizophrenia (DHEA may be more effective in women than men); improving the appearance of older people’s skin (taking DHEA by mouth seems to increase skin thickness and moisture, and decrease facial “age spots” in elderly men and women); improving ability to achieve an erection in men with sexual dysfunction. Additionally, DHEA has shown promise in improving symptoms of lupus (SLE). Taking DHEA by mouth along with conventional treatment may help reduce the number of times symptoms flare up and may allow a reduction in the dose of prescription drugs needed. DHEA may also help SLE symptoms such as muscle ache and mouth ulcers. DHEA also seems to strengthen bones in SLE patients being treated with high-dose steroids (corticosteroids).  DHEA also shows promise in the treatment of osteoporosis. Taking DHEA by mouth daily seems to improve bone mineral density (BMD) in older women and men with osteoporosis or osteopenia (pre-osteoporosis). DHEA may also increase BMD in young women with the eating disorder called anorexia nervosa. DHEA is often prescribed in India for the induction of ovulation to improve chances of pregnancy.",53-43-0
17569,Drug,1869X1769,Naluzotan,,Investigated for use/treatment in anxiety disorders and depression.,740873-06-7
17570,Drug,1870X1619,Sucralfate,DB00364,"For the short-term treatment (up to 8 weeks) of active duodenal ulcer, as well as maintenance therapy for duodenal ulcer patients at reduced dosage (1 gram twice a day) after healing of acute ulcers. Also used for the short-term treatment of gastric ulcer.",54182-58-0
17571,Drug,1872X1619,Doxylamine,DB00366,"Used alone as a short-term sleep aid, in combination with other drugs as a night-time cold and allergy relief drug. Also used in combination with Vitamin B6 (pyridoxine) to prevent morning sickness in pregnant women.",469-21-6
17572,Drug,1872X1651,Phenazopyridine,,"For the symptomatic relief of pain, burning, urgency, frequency, and other discomforts arising from irritation of the lower urinary tract mucosa caused by infection, trauma, surgery, endoscopic procedures, or the passage of sounds or catheters.",94-78-0
17573,Drug,1873X1621,Trifluridine,DB00432,"Ophthalmic solution for the treatment of primay keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex virus, types 1 and 2.",70-00-8
17574,Drug,1874X1935,Benserazide,,"The primary therapeutic use for which benserazide is currently indicated for is as a combination therapy with levadopa for the treatment of Parkinson's disease in adults > 25 years of age, with the exception of drug-induced parkinsonism [F2, L2553].    At certain doses, the combination product of levodopa and benserazide may also be used to treat restless legs syndrome, which is sometimes associated with Parkinson's disease [L2553, T181].    There have also been some studies that have prompted the European Medicines Agency to confer orphan designation upon benserazide  hydrochloride as a potential therapy for beta thalassaemia [F3]. Although studies are ongoing, no evidence has been formally elucidated as of yet [F3].",322-35-0
17575,Drug,1875X1636,Dinoprostone,DB00917,"For the termination of pregnancy during the second trimester (from the 12th through the 20th gestational week as calculated from the first day of the last normal menstrual period), as well as for evacuation of the uterine contents in the management of missed abortion or intrauterine fetal death up to 28 weeks of gestational age as calculated from the first day of the last normal menstrual period. Also used in the management of nonmetastatic gestational trophoblastic disease (benign hydatidiform mole). Other indications include improving the cervical inducibility (cervical ""ripening"") in pregnant women at or near term with a medical or obstetrical need for labor induction, and the management of postpartum hemorrhage.",363-24-6
17576,Drug,1876X1634,Levorphanol,DB00854,For the management of moderate to severe pain or as a preoperative medication where an opioid analgesic is appropriate.,77-07-6
17577,Drug,1876X1853,Teriflunomide,DB08880,Used in the treatment of relapsing forms of multiple sclerosis (MS).,163451-81-8
17578,Drug,1877X1621,Bendroflumethiazide,DB00436,For the treatment of high blood pressure and management of edema related to heart failure.,73-48-3
17579,Drug,1878X1619,Dexbrompheniramine,DB00405,"For treatment and relief of symptoms of allergies, hay fever, and colds",132-21-8
17580,Drug,1878X1655,Acepromazine,,Acepromazine was first used in humans in the 1950s as an antipsychotic agent. It is now rarely used in humans. Acepromazine is frequently used in animals as a sedative and antiemetic. Its principal value is in quietening and calming anxious animals.,61-00-7
17581,Drug,1879X1646,Exenatide,,"Indicated as adjunctive therapy to improve glycemic control in patients with Type 2 diabetes mellitus who are taking metformin, a sulfonylurea, or a combination of both, but have not achieved adequate glycemic control.",141758-74-9
17582,Drug,1879X1762,Pimavanserin,,"Investigated for use/treatment in neurologic disorders, parkinson's disease, psychosis, schizophrenia and schizoaffective disorders, and sleep disorders.",706779-91-1
17583,Drug,1881X1615,Argatroban,DB00278,"Argatroban is indicated for prevention and treatment of thrombosis caused by heparin induced thrombocytopenia (HIT). It is also indicated for use in patients with, or at risk for, HIT who are undergoing percutaneous coronary intervention.",74863-84-6
17584,Drug,1881X1651,1-Testosterone,,,65-06-5
17585,Drug,2250X1615,Liothyronine,DB00279,"Used as replacement or supplemental therapy in patients with hypothyroidism of any etiology, except transient hypothyrodism during the recovery phase of subacute thyroiditis.",6893-02-3
17586,Drug,2251X1610,Ademetionine,DB00118,"S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being.",29908-03-0
17587,Drug,2251X1644,Estazolam,DB01215,"For the short-term management of insomnia characterized by difficulty in falling asleep, frequent nocturnal awakenings, and/or early morning awakenings.",29975-16-4
17588,Drug,2252X1607,Erythropoietin,DB00016,"Indicated in adult and paediatric patients for the:     - treatment of anemia due to Chronic Kidney Disease (CKD) in patients on dialysis and not on dialysis.  - treatment of anemia due to zidovudine in patients with HIV-infection.   - treatment of anemia due to the effects of concomitant myelosuppressive chemotherapy, and upon initiation, there is a minimum of two additional months of planned chemotherapy.  - reduction of allogeneic RBC transfusions in patients undergoing elective, noncardiac, nonvascular surgery.",11096-26-7
17589,Drug,2252X1644,Finasteride,DB01216,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",98319-26-7
17590,Drug,2253X1613,Moxifloxacin,DB00218,"For the treatment of sinus and lung infections such as sinusitis, pneumonia, and secondary infections in chronic bronchitis. Also for the treatment of bacterial conjunctivitis (pinkeye).",151096-09-2
17591,Drug,2254X1722,Freselestat,DB03925,Investigated for use/treatment in chronic obstructive pulmonary disease (COPD).,208848-19-5
17592,Drug,2255X1612,Bortezomib,DB00188,For treatment of multiple myeloma in patients who have not been successfully treated with at least two previous therapies.,179324-69-7
17593,Drug,2255X1646,Tetracosactide,,For use as a diagnostic agent in the screening of patients presumed to have adrenocortical insufficiency.,16960-16-0
17594,Drug,2256X1615,Venlafaxine,DB00285,"For the management of major depressive disorder (MDD), generalized anxiety disorder (GAD), social anxiety disorder (social phobia), panic disorder with or without agoraphobia, vasomotor symptoms in women with breast cancer and in postmenopausal women, and neuropathic pain.",93413-69-5
17595,Drug,2256X1648,Ginkgo biloba,,"Appears to be effective in: alleviating age-related memory impairment in some elderly people with mild to moderate age-related memory or cognitive impairment; improving cognitive function in healthy young to middle-aged people; improving symptoms of Alzheimer's, vascular or mixed dementia; improving damage to the visual field in patients with normal tension glaucoma; decreasing the number of painful attacks in patients with Raynaud's syndrome; and may improve symptoms of vertigo and dizziness in some patients.",
