:ID,:LABEL,namespace:string,species:float,involved_other:string,default:string,bel:string,name:string,involved_genes:string
280,Activity,,10090.0,,,"act(complex(p(MGI:""Trp53""),composite(p(MGI:""Sumo1""),p(MGI:""Sumo2""),p(MGI:""Sumo3""))))",,Sumo1;Trp53;Sumo2;Sumo3
281,Activity,,10116.0,,,"act(p(RGD:""Pdcd4""))",,Pdcd4
282,Activity,,9606.0,,,"act(p(HGNC:""LGALS4""))",,LGALS4
283,Activity,,9606.0,,,"act(p(HGNC:""RIPK1""))",,RIPK1
284,Activity,,10090.0,,cat,"act(p(MGI:""Nagk""),ma(cat))",,Nagk
285,Activity,,9606.0,,,"act(p(HGNC:""SDC2""))",,SDC2
286,Activity,,10116.0,,cat,"act(p(RGD:""Dctd""),ma(cat))",,Dctd
287,Activity,GOBP,9606.0,protein deglutathionylation,,"act(p(HGNC:""GLRX""),ma(GOBP:""protein deglutathionylation""))",protein deglutathionylation,GLRX
288,Activity,,10090.0,,cat,"act(p(MGI:""Hsd17b3""),ma(cat))",,Hsd17b3
289,Activity,,,,,"act(p(HGNCGENEFAMILY:""Cytochrome P450 family 1""))",,Cytochrome P450 family 1
290,Activity,,10116.0,,,"act(p(RGD:""Rasa2""))",,Rasa2
291,Activity,,9606.0,,,"act(p(HGNC:""RHEB""))",,RHEB
292,Activity,,10116.0,,,"act(complex(p(RGD:""Akt1s1""),p(RGD:""Deptor""),p(RGD:""Mlst8""),p(RGD:""Mtor""),p(RGD:""Rptor"")))",,Akt1s1;Rptor;Deptor;Mlst8;Mtor
293,Activity,,7227.0,,,"act(p(FLYBASE:""Stat92E""))",,Stat92E
294,Activity,,10090.0,,,"act(p(MGI:""Zfpm2""))",,Zfpm2
295,Activity,,10116.0,,,"act(p(RGD:""Mdm4""))",,Mdm4
296,Activity,,9606.0,,cat,"act(p(HGNC:""ARHGEF1""),ma(cat))",,ARHGEF1
297,Activity,,10116.0,,,"act(complex(p(RGD:""Gsk3b""),composite(p(RGD:""Apc""),p(RGD:""Apc2"")),composite(p(RGD:""Axin1""),p(RGD:""Axin2""))))",,Gsk3b;Apc2;Apc;Axin1;Axin2
298,Activity,,9606.0,,cat,"act(p(HGNC:""SLC27A5""),ma(cat))",,SLC27A5
299,Activity,,10090.0,,,"act(p(MGI:""Atf6""))",,Atf6
300,Activity,,9606.0,,,"act(p(HGNC:""LYN""))",,LYN
301,Activity,,10090.0,,cat,"act(p(MGI:""Oxsm""),ma(cat))",,Oxsm
302,Activity,,7227.0,,,"act(complex(p(FLYBASE:""Tab2""),composite(p(FLYBASE:""Tak1""),p(FLYBASE:""Takl1""),p(FLYBASE:""Takl2""))))",,Tak1;Takl2;Tab2;Takl1
303,Activity,,9606.0,,,"act(p(HGNC:""ADORA3""))",,ADORA3
304,Activity,,10090.0,,,"act(complex(composite(p(MGI:""C1qa""),p(MGI:""C1qb""),p(MGI:""C1qc"")),composite(p(MGI:""C1ra""),p(MGI:""C1rb"")),composite(p(MGI:""C1s1""),p(MGI:""C1s2""))))",,C1qb;C1qa;C1rb;C1ra;C1s2;C1s1;C1qc
305,Activity,,,voltage-gated calcium channel complex,,"act(complex(GO:""voltage-gated calcium channel complex""))",,
306,Activity,,10090.0,,cat,"act(p(MGI:""Sis""),ma(cat))",,Sis
307,Activity,,9606.0,,,"act(p(HGNC:""GNAT3""))",,GNAT3
308,Activity,,10090.0,,,"act(p(MGI:""Skp2""))",,Skp2
309,Activity,,9606.0,,,"act(p(HGNC:""TRPV5""))",,TRPV5
310,Activity,,10090.0,,,"act(p(MGI:""Hnrnpk""))",,Hnrnpk
311,Activity,,10116.0,,,"act(p(RGD:""Ube2i""))",,Ube2i
312,Activity,,10116.0,,,"act(p(RGD:""Arhgef18""))",,Arhgef18
313,Activity,,7227.0,,,"act(p(FLYBASE:""sev""))",,sev
314,Activity,,10090.0,,,"act(p(MGI:""Btk""))",,Btk
315,Activity,,9606.0,,,"act(complex(p(HGNC:""RARA""),composite(p(HGNC:""RXRA""),p(HGNC:""RXRB""),p(HGNC:""RXRG""))))",,RXRB;RXRA;RARA;RXRG
316,Activity,,10116.0,,,"act(complex(p(RGD:""Tab1""),p(RGD:""Tab2""),composite(p(RGD:""LOC100910771""),p(RGD:""Map3k7""))))",,LOC100910771;Tab2;Tab1;Map3k7
317,Activity,,9606.0,,cat,"act(p(HGNC:""INPP1""),ma(cat))",,INPP1
318,Activity,,9606.0,,,"act(p(HGNC:""VANGL2""))",,VANGL2
319,Activity,,10116.0,,,"act(complex(p(RGD:""Mlh1""),p(RGD:""Pms2"")))",,Pms2;Mlh1
320,Activity,,10090.0,,cat,"act(p(MGI:""Asl""),ma(cat))",,Asl
321,Activity,,9606.0,,,"act(complex(p(HGNC:""CCNB1""),p(HGNC:""CDK1"")))",,CCNB1;CDK1
322,Activity,,10116.0,,,"act(p(RGD:""Pik3ap1""))",,Pik3ap1
323,Activity,,7227.0,,cat,"act(p(FLYBASE:""Cchl""),ma(cat))",,Cchl
324,Activity,,10090.0,,cat,"act(p(MGI:""Dhodh""),ma(cat))",,Dhodh
325,Activity,,10090.0,,,"act(p(MGI:""Grb2""))",,Grb2
326,Activity,,,,,"act(p(FPLX:""Cholinesterase""))",,Cholinesterase
327,Activity,,10090.0,,,"act(complex(p(MGI:""Tlr2""),composite(p(MGI:""Tlr1""),p(MGI:""Tlr6""))))",,Tlr1;Tlr6;Tlr2
328,Activity,,9606.0,,,"act(p(HGNC:""PRKCZ""))",,PRKCZ
329,Activity,,10116.0,,,"act(p(RGD:""Wasf2""))",,Wasf2
330,Activity,,9606.0,,cat,"act(p(HGNC:""STS""),ma(cat))",,STS
331,Activity,,10090.0,,,"act(p(MGI:""F8""))",,F8
332,Activity,,9606.0,,,"act(p(HGNC:""F5""))",,F5
333,Activity,,9606.0,,,"act(p(HGNC:""CASP8""))",,CASP8
334,Activity,,10090.0,,,"act(p(MGI:""Ralbp1""))",,Ralbp1
335,Activity,,,chlorpromazine,,"act(a(CHEBI:""chlorpromazine""))",,
336,Activity,,10116.0,,cat,"act(p(RGD:""Renbp""),ma(cat))",,Renbp
337,Activity,,9606.0,,,"act(p(HGNC:""SLK""))",,SLK
338,Activity,,10116.0,,,"act(p(RGD:""Icam1""))",,Icam1
339,Activity,,7227.0,,cat,"act(p(FLYBASE:""Alas""),ma(cat))",,Alas
340,Activity,,10090.0,,,"act(p(MGI:""Rxfp2""))",,Rxfp2
341,Activity,,10090.0,,cat,"act(p(MGI:""Mcee""),ma(cat))",,Mcee
342,Activity,,,Neurons,,"act(a(MESH:""Neurons""))",,
343,Activity,,10090.0,,,"act(p(MGI:""Ppp1r15a""))",,Ppp1r15a
344,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG12788""),ma(cat))",,CG12788
345,Activity,,10116.0,,,"act(p(RGD:""Tcf3""))",,Tcf3
346,Activity,,9606.0,,,"act(p(HGNC:""PIP5K1C""))",,PIP5K1C
347,Activity,,10090.0,,,"act(complex(p(MGI:""Acvr1""),composite(p(MGI:""Acvr2a""),p(MGI:""Acvr2b""))))",,Acvr1;Acvr2a;Acvr2b
348,Activity,,9606.0,,,"act(complex(p(HGNC:""ITGA10""),p(HGNC:""ITGB1"")))",,ITGB1;ITGA10
349,Activity,,9606.0,,tport,"act(p(HGNC:""GGA3""),ma(tport))",,GGA3
350,Activity,,10090.0,,,"act(p(MGI:""Gipr""))",,Gipr
351,Activity,,,(-)-cotinine,,"act(a(CHEBI:""(-)-cotinine""))",,
352,Activity,,10090.0,,cat,"act(p(MGI:""Fut4""),ma(cat))",,Fut4
353,Activity,,,254741397,,"act(a(PUBCHEM:""254741397""))",,
354,Activity,,10090.0,,,"act(complex(p(MGI:""Cdk1""),composite(p(MGI:""Ccna1""),p(MGI:""Ccna2""))))",,Ccna1;Ccna2;Cdk1
355,Activity,,9606.0,,,"act(p(HGNC:""FOXP3""))",,FOXP3
356,Activity,,10090.0,,cat,"act(p(MGI:""Ephx2""),ma(cat))",,Ephx2
357,Activity,,10116.0,,,"act(p(RGD:""Tradd""))",,Tradd
358,Activity,,,L-glutamate(1−),,"act(a(CHEBI:""L-glutamate(1−)""))",,
359,Activity,,10116.0,,,"act(p(RGD:""Ern1""))",,Ern1
360,Activity,,9606.0,,,"act(p(HGNC:""ZAP70""))",,ZAP70
361,Activity,,10090.0,,cat,"act(p(MGI:""Nfs1""),ma(cat))",,Nfs1
362,Activity,,9606.0,,,"act(p(HGNC:""ERBB3""))",,ERBB3
363,Activity,,10090.0,,,"act(complex(p(MGI:""Cntfr""),p(MGI:""Il6st""),p(MGI:""Lifr"")))",,Il6st;Cntfr;Lifr
364,Activity,,7227.0,,cat,"act(p(FLYBASE:""Paics""),ma(cat))",,Paics
365,Activity,,9606.0,,pep,"act(p(HGNC:""ACHE""),ma(pep))",,ACHE
366,Activity,,10090.0,,,"act(p(MGI:""Tacr2""))",,Tacr2
367,Activity,,,,,"act(p(FPLX:""RXR""))",,RXR
368,Activity,,10090.0,,cat,"act(p(MGI:""Ggta1""),ma(cat))",,Ggta1
369,Activity,,9606.0,,,"act(p(HGNC:""CHEK1""))",,CHEK1
370,Activity,,10090.0,,,"act(p(MGI:""Il4""))",,Il4
371,Activity,,9606.0,,,"act(p(HGNC:""FUNDC1""))",,FUNDC1
372,Activity,,10116.0,,,"act(p(RGD:""Ptprj""))",,Ptprj
373,Activity,,10090.0,,cat,"act(p(MGI:""Spr""),ma(cat))",,Spr
374,Activity,,,,,"act(p(MESH:""Molecular Chaperones"",loc(GO:""endoplasmic reticulum"")))",,Molecular Chaperones
375,Activity,,9606.0,,,"act(p(HGNC:""MAP2K5""))",,MAP2K5
376,Activity,,10090.0,,,"act(p(MGI:""Ucp1""))",,Ucp1
377,Activity,,10090.0,,,"act(complex(p(MGI:""Myd88""),p(MGI:""Traf6""),composite(p(MGI:""Irak1""),p(MGI:""Irak4""))))",,Traf6;Irak1;Irak4;Myd88
378,Activity,,9606.0,,,"act(p(HGNC:""THRA""))",,THRA
379,Activity,,9606.0,,,"act(p(HGNC:""EIF2AK3""))",,EIF2AK3
380,Activity,,10090.0,,,"act(p(MGI:""Camk4""))",,Camk4
381,Activity,,,,,"act(p(FPLX:""P90RSK""))",,P90RSK
382,Activity,,10090.0,,cat,"act(p(MGI:""Glyctk""),ma(cat))",,Glyctk
383,Activity,,9606.0,,cat,"act(p(HGNC:""DPM1""),ma(cat))",,DPM1
384,Activity,,10090.0,,cat,"act(p(MGI:""Msmo1""),ma(cat))",,Msmo1
385,Activity,,9606.0,,cat,"act(p(HGNC:""DLST""),ma(cat))",,DLST
386,Activity,,9606.0,,,"act(p(HGNC:""MAPK8IP1""))",,MAPK8IP1
387,Activity,,10090.0,,,"act(p(MGI:""Atg12""))",,Atg12
388,Activity,GO,9606.0,cadherin binding,,"act(p(HGNC:""CTNNB1"",pmod(Ac,K,49)),ma(GO:""cadherin binding""))",cadherin binding,CTNNB1
389,Activity,,10116.0,,,"act(p(RGD:""Slc9a3r1""))",,Slc9a3r1
390,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG44243""),ma(cat))",,CG44243
391,Activity,,10090.0,,,"act(p(MGI:""Map3k8""))",,Map3k8
392,Activity,,9606.0,,,"act(p(HGNC:""PTGER3""))",,PTGER3
393,Activity,,10090.0,,,"act(p(MGI:""Nedd4""))",,Nedd4
394,Activity,,9606.0,,cat,"act(p(HGNC:""PTDSS1""),ma(cat))",,PTDSS1
395,Activity,,10116.0,,,"act(p(RGD:""Dcc""))",,Dcc
396,Activity,,,,,"act(p(MESH:""Receptors, Peptide""))",,"Receptors, Peptide"
397,Activity,,10116.0,,,"act(p(RGD:""Btk""))",,Btk
398,Activity,,9606.0,,cat,"act(p(HGNC:""ITPA""),ma(cat))",,ITPA
399,Activity,,10116.0,,,"act(complex(composite(p(RGD:""Maml1""),p(RGD:""Maml2""),p(RGD:""Maml3"")),composite(p(RGD:""Rbpj""),p(RGD:""Rbpjl""),p(RGD:""Rbpjl2""))))",,Rbpjl;Maml1;Maml2;Rbpjl2;Maml3;Rbpj
400,Activity,,7227.0,,cat,"act(p(FLYBASE:""Mocs1""),ma(cat))",,Mocs1
401,Activity,,9606.0,,,"act(p(HGNC:""EGLN2""))",,EGLN2
402,Activity,,10090.0,,,"act(p(MGI:""Mras""))",,Mras
403,Activity,,9606.0,,,"act(p(HGNC:""RASA2""))",,RASA2
404,Activity,,10090.0,,cat,"act(p(MGI:""Rce1""),ma(cat))",,Rce1
405,Activity,,9606.0,,cat,"act(p(HGNC:""CDO1""),ma(cat))",,CDO1
406,Activity,,10090.0,,,"act(p(MGI:""Sdc2""))",,Sdc2
407,Activity,,7227.0,,,"act(p(FLYBASE:""CaMKII""))",,CaMKII
408,Activity,,9606.0,,cat,"act(p(HGNC:""BACE2""),ma(cat))",,BACE2
409,Activity,,10116.0,,,"act(complex(p(RGD:""Ar""),p(RGD:""Ar"")))",,Ar
410,Activity,,9606.0,,,"act(p(HGNC:""OPTN""))",,OPTN
411,Activity,,10116.0,,cat,"act(p(RGD:""St6galnac5""),ma(cat))",,St6galnac5
412,Activity,,9606.0,,,"act(p(HGNC:""BRCA2""))",,BRCA2
413,Activity,,10116.0,,,"act(complex(p(RGD:""Fzr1""),composite(p(RGD:""Anapc1""),p(RGD:""Anapc10""),p(RGD:""Anapc11""),p(RGD:""Anapc13""),p(RGD:""Anapc2""),p(RGD:""Anapc4""),p(RGD:""Anapc5""),p(RGD:""Anapc7""),p(RGD:""Cdc16""),p(RGD:""Cdc23""),p(RGD:""Cdc26""),p(RGD:""Cdc27""))))",,Anapc5;Anapc4;Anapc1;Anapc2;Anapc11;Fzr1;Anapc10;Anapc7;Cdc16;Cdc27;Cdc26;Anapc13;Cdc23
414,Activity,,9606.0,,,"act(complex(composite(p(HGNC:""STAT1""),p(HGNC:""STAT2""),p(HGNC:""STAT3""),p(HGNC:""STAT4""),p(HGNC:""STAT5A""),p(HGNC:""STAT5B""),p(HGNC:""STAT6"")),composite(p(HGNC:""STAT1""),p(HGNC:""STAT2""),p(HGNC:""STAT3""),p(HGNC:""STAT4""),p(HGNC:""STAT5A""),p(HGNC:""STAT5B""),p(HGNC:""STAT6""))))",,STAT5A;STAT5B;STAT1;STAT2;STAT3;STAT4;STAT6
415,Activity,,9606.0,,,"act(p(HGNC:""DAPK1""))",,DAPK1
416,Activity,,10090.0,,,"act(p(MGI:""Ern1""))",,Ern1
417,Activity,,,pizotifen,,"act(a(CHEBI:""pizotifen""))",,
418,Activity,,10090.0,,,"act(p(MGI:""Afdn""))",,Afdn
419,Activity,,9606.0,,,"act(p(HGNC:""MAP3K12""))",,MAP3K12
420,Activity,,10116.0,,cat,"act(p(RGD:""Alg14""),ma(cat))",,Alg14
421,Activity,,9606.0,,,"act(p(HGNC:""SMPD2""))",,SMPD2
422,Activity,,10090.0,,,"act(p(MGI:""Rubcn""))",,Rubcn
423,Activity,,9606.0,,,"act(p(HGNC:""APP"",frag(""672_713"")))",,APP
424,Activity,,10116.0,,,"act(complex(composite(p(RGD:""Gria1""),p(RGD:""Gria2""),p(RGD:""Gria3""),p(RGD:""Gria4"")),composite(p(RGD:""Kif5a""),p(RGD:""Kif5b""),p(RGD:""Kif5c""))))",,Gria2;Gria1;Kif5c;Kif5a;Kif5b;Gria4;Gria3
425,Activity,,9606.0,,,"act(p(HGNC:""ABL1""))",,ABL1
426,Activity,,10090.0,,,"act(complex(p(MGI:""Erbb2""),p(MGI:""Erbb2"")))",,Erbb2
427,Activity,,,,,"act(p(CHEBI:""amyloid-beta""))",,amyloid-beta
428,Activity,,10116.0,,,"act(p(RGD:""Dkk1""))",,Dkk1
429,Activity,,10116.0,,,"act(complex(p(RGD:""Atr""),p(RGD:""Atrip"")))",,Atrip;Atr
430,Activity,,,,,"act(p(FPLX:""CAMK2_complex""))",,CAMK2_complex
431,Activity,,10090.0,,,"act(p(MGI:""Map2k4""))",,Map2k4
432,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG1640""),ma(cat))",,CG1640
433,Activity,,10116.0,,,"act(complex(p(RGD:""Erbb3""),p(RGD:""Met"")))",,Erbb3;Met
434,Activity,,7227.0,,,"act(p(FLYBASE:""CecA1""))",,CecA1
435,Activity,,10090.0,,cat,"act(p(MGI:""Adi1""),ma(cat))",,Adi1
436,Activity,,10116.0,,,"act(p(RGD:""Slc7a1""))",,Slc7a1
437,Activity,,10090.0,,,"act(p(MGI:""Nfkbib""))",,Nfkbib
438,Activity,,10116.0,,,"act(p(RGD:""Ticam1""))",,Ticam1
439,Activity,,9606.0,,cat,"act(p(HGNC:""CYP8B1""),ma(cat))",,CYP8B1
440,Activity,,10116.0,,cat,"act(p(RGD:""Olah""),ma(cat))",,Olah
441,Activity,,9606.0,,,"act(p(HGNC:""P2RX1""))",,P2RX1
442,Activity,,10090.0,,cat,"act(p(MGI:""Acsf3""),ma(cat))",,Acsf3
443,Activity,,9606.0,,,"act(p(HGNC:""RGL2""))",,RGL2
444,Activity,,9606.0,,,"act(p(HGNC:""MYD88""))",,MYD88
445,Activity,,10116.0,,cat,"act(p(RGD:""Adi1""),ma(cat))",,Adi1
446,Activity,,,Dopaminergic Neurons,,"act(a(MESH:""Dopaminergic Neurons""))",,
447,Activity,,10090.0,,,"act(complex(p(MGI:""Cdk2""),composite(p(MGI:""Ccna1""),p(MGI:""Ccna2""),p(MGI:""Ccne1""),p(MGI:""Ccne2""))))",,Ccna1;Ccna2;Ccne1;Ccne2;Cdk2
448,Activity,,9606.0,,,"act(p(HGNC:""NR4A1""))",,NR4A1
449,Activity,,10090.0,,,"act(p(MGI:""Grb10""))",,Grb10
450,Activity,,9606.0,,,"act(p(HGNC:""CD40LG""))",,CD40LG
451,Activity,,10090.0,,,"act(p(MGI:""Timp3""))",,Timp3
452,Activity,,10116.0,,,"act(p(RGD:""Nfkb1""))",,Nfkb1
453,Activity,,,"Receptors, Nicotinic",,"act(a(MESH:""Receptors, Nicotinic""))",,
454,Activity,,10116.0,,,"act(p(RGD:""Rac1""))",,Rac1
455,Activity,,7227.0,,,"act(p(FLYBASE:""ttk""))",,ttk
456,Activity,,10090.0,,,"act(p(MGI:""Rasgrp3""))",,Rasgrp3
457,Activity,,,L-glutamine,,"act(a(CHEBI:""L-glutamine""))",,
458,Activity,,10116.0,,,"act(p(RGD:""Hras""))",,Hras
459,Activity,,9606.0,,cat,"act(p(HGNC:""MVD""),ma(cat))",,MVD
460,Activity,,10090.0,,,"act(p(MGI:""E2f2""))",,E2f2
461,Activity,,10116.0,,,"act(p(RGD:""Pak4""))",,Pak4
462,Activity,,9606.0,,,"act(p(HGNC:""NAE1""))",,NAE1
463,Activity,,10116.0,,,"act(p(RGD:""Il18""))",,Il18
464,Activity,,9606.0,,cat,"act(p(HGNC:""GALC""),ma(cat))",,GALC
465,Activity,,10090.0,,cat,"act(p(MGI:""Cmah""),ma(cat))",,Cmah
466,Activity,,10090.0,,,"act(p(MGI:""Pfkfb1""))",,Pfkfb1
467,Activity,,9606.0,,,"act(p(HGNC:""NACA""))",,NACA
468,Activity,,,AMP Activated Protein Kinase Complex,,"act(complex(SCOMP:""AMP Activated Protein Kinase Complex""))",,
469,Activity,,10090.0,,,"act(p(MGI:""Foxo3""))",,Foxo3
470,Activity,,,,,"act(p(HGNCGENEFAMILY:""Cholinergic receptors muscarinic""))",,Cholinergic receptors muscarinic
471,Activity,,10116.0,,,"act(p(RGD:""Map4k2""))",,Map4k2
472,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG6287""),ma(cat))",,CG6287
473,Activity,,10116.0,,,"act(p(RGD:""Rubcn""))",,Rubcn
474,Activity,,9606.0,,,"act(complex(p(HGNC:""EGFR""),p(HGNC:""EGFR"")))",,EGFR
475,Activity,,10090.0,,,"act(p(MGI:""Kras""))",,Kras
476,Activity,,10116.0,,,"act(p(RGD:""Zeb2""))",,Zeb2
477,Activity,,,respiratory chain complex IV,,"act(complex(GOCC:""respiratory chain complex IV""))",,
478,Activity,,10116.0,,,"act(p(RGD:""Prkcd""))",,Prkcd
479,Activity,,9606.0,,cat,"act(p(HGNC:""B3GNT6""),ma(cat))",,B3GNT6
480,Activity,,10116.0,,,"act(p(RGD:""Setd7""))",,Setd7
481,Activity,,9606.0,,,"act(p(HGNC:""STAT6""))",,STAT6
482,Activity,,10090.0,,cat,"act(p(MGI:""Prodh""),ma(cat))",,Prodh
483,Activity,,9606.0,,,"act(p(HGNC:""REL""))",,REL
484,Activity,,,,,"act(p(MESH:""Protein-Tyrosine Kinases""))",,Protein-Tyrosine Kinases
485,Activity,,10116.0,,,"act(p(RGD:""Zfpm2""))",,Zfpm2
486,Activity,,10090.0,,,"act(p(MGI:""Tlr4""))",,Tlr4
487,Activity,,10116.0,,,"act(p(RGD:""Il6""))",,Il6
488,Activity,,9606.0,,cat,"act(p(HGNC:""UGCG""),ma(cat))",,UGCG
489,Activity,,10090.0,,cat,"act(p(MGI:""Npl""),ma(cat))",,Npl
490,Activity,,9606.0,,,"act(p(HGNC:""PDCD4""))",,PDCD4
491,Activity,,10116.0,,,"act(complex(p(RGD:""Ccnb1""),p(RGD:""Cdk1"")))",,Ccnb1;Cdk1
492,Activity,,9606.0,,,"act(complex(p(HGNC:""ITGA4""),p(HGNC:""ITGB1"")))",,ITGB1;ITGA4
493,Activity,,9606.0,,,"act(p(HGNC:""TNFAIP3""))",,TNFAIP3
494,Activity,,10090.0,,cat,"act(p(MGI:""Cyp21a1""),ma(cat))",,Cyp21a1
495,Activity,GO,9606.0,translation regulator activity,,"act(p(HGNC:""EIF2S1""),ma(GO:""translation regulator activity""))",translation regulator activity,EIF2S1
496,Activity,,10116.0,,cat,"act(p(RGD:""Sepsecs""),ma(cat))",,Sepsecs
497,Activity,,9606.0,,,"act(p(HGNC:""SH2B2""))",,SH2B2
498,Activity,,10116.0,,,"act(p(RGD:""Pax8""))",,Pax8
499,Activity,,7227.0,,,"act(p(FLYBASE:""spz""))",,spz
500,Activity,,10116.0,,,"act(p(RGD:""F8""))",,F8
501,Activity,,10116.0,,,"act(p(RGD:""Pdgfb""))",,Pdgfb
502,Activity,,9606.0,,tport,"act(p(HGNC:""SLCO2A1""),ma(tport))",,SLCO2A1
503,Activity,,10116.0,,,"act(p(RGD:""Ikbkg""))",,Ikbkg
504,Activity,,9606.0,,cat,"act(p(HGNC:""AKR1D1""),ma(cat))",,AKR1D1
505,Activity,,10090.0,,,"act(p(MGI:""Cckbr""))",,Cckbr
506,Activity,,9606.0,,,"act(complex(p(HGNC:""BTK""),p(HGNC:""LCP2""),p(HGNC:""PLCG2"")))",,BTK;PLCG2;LCP2
507,Activity,,10116.0,,,"act(p(RGD:""Arf1""))",,Arf1
508,Activity,,7227.0,,,"act(p(FLYBASE:""Parp""))",,Parp
509,Activity,GOBP,9606.0,proteolysis,,"act(p(HGNC:""PRTN3""),ma(GOBP:""proteolysis""))",proteolysis,PRTN3
510,Activity,,10090.0,,,"act(p(MGI:""Axl""))",,Axl
511,Activity,,9606.0,,,"act(p(HGNC:""CHRNA3"",loc(MESH:""Muscles"")))",,CHRNA3
512,Activity,,10116.0,,,"act(p(RGD:""Traf6""))",,Traf6
513,Activity,,9606.0,,cat,"act(p(HGNC:""CH25H""),ma(cat))",,CH25H
514,Activity,,10116.0,,,"act(p(RGD:""Nlk""))",,Nlk
515,Activity,,9606.0,,,"act(p(HGNC:""HOXD10""))",,HOXD10
516,Activity,,10116.0,,,"act(p(RGD:""Il33""))",,Il33
517,Activity,,9606.0,,,"act(p(HGNC:""RAC2""))",,RAC2
518,Activity,,9606.0,,,"act(complex(p(HGNC:""IL17RA""),p(HGNC:""IL17RC"")))",,IL17RC;IL17RA
519,Activity,,9606.0,,,"act(p(HGNC:""VCP""))",,VCP
520,Activity,,10116.0,,cat,"act(p(RGD:""Fcsk""),ma(cat))",,Fcsk
521,Activity,,9606.0,,cat,"act(p(HGNC:""NFS1""),ma(cat))",,NFS1
522,Activity,,10090.0,,cat,"act(p(MGI:""Ganab""),ma(cat))",,Ganab
523,Activity,,9606.0,,,"act(p(HGNC:""KIT""))",,KIT
524,Activity,,10090.0,,,"act(complex(p(MGI:""Nos3""),composite(p(MGI:""Calm1""),p(MGI:""Calm2""),p(MGI:""Calm3""),p(MGI:""Calm4""),p(MGI:""Calm5""),p(MGI:""Calml3""),p(MGI:""Calml4"")),composite(p(MGI:""Cav1""),p(MGI:""Cav2""),p(MGI:""Cav3"")),composite(p(MGI:""Hsp90aa1""),p(MGI:""Hsp90ab1""),p(MGI:""Hsp90b1""))))",,Cav3;Nos3;Cav2;Cav1;Calm4;Calm3;Hsp90b1;Calm5;Calm2;Hsp90ab1;Calm1;Hsp90aa1;Calml3;Calml4
525,Activity,,10116.0,,,"act(p(RGD:""Cdkn2a""))",,Cdkn2a
526,Activity,,9606.0,,,"act(p(HGNC:""GFAP""))",,GFAP
527,Activity,,9606.0,,,"act(p(HGNC:""IKBKE""))",,IKBKE
528,Activity,,10116.0,,cat,"act(p(RGD:""L2hgdh""),ma(cat))",,L2hgdh
529,Activity,,9606.0,,,"act(p(HGNC:""NUDT16L1""))",,NUDT16L1
530,Activity,,10116.0,,cat,"act(p(RGD:""Dctpp1""),ma(cat))",,Dctpp1
531,Activity,,9606.0,,kin,"act(p(HGNC:""SRC""),ma(kin))",,SRC
532,Activity,,10090.0,,cat,"act(p(MGI:""Hsd11b2""),ma(cat))",,Hsd11b2
533,Activity,,,,,"act(p(FPLX:""NOS""))",,NOS
534,Activity,,10116.0,,,"act(p(RGD:""Araf""))",,Araf
535,Activity,,9606.0,,,"act(p(HGNC:""SLC2A4""))",,SLC2A4
536,Activity,,10116.0,,,"act(complex(p(RGD:""Bcl2""),p(RGD:""Bcl2l1"")))",,Bcl2;Bcl2l1
537,Activity,,7227.0,,,"act(p(FLYBASE:""PGRP-LB""))",,PGRP-LB
538,Activity,,10116.0,,,"act(p(RGD:""Optn""))",,Optn
539,Activity,,9606.0,,,"act(complex(p(HGNC:""NCK2""),composite(p(HGNC:""BUB1B-PAK6""),p(HGNC:""PAK1""),p(HGNC:""PAK2""),p(HGNC:""PAK3""),p(HGNC:""PAK4""),p(HGNC:""PAK5""),p(HGNC:""PAK6""))))",,PAK1;NCK2;PAK6;PAK3;PAK2;PAK5;BUB1B-PAK6;PAK4
540,Activity,,9606.0,,,"act(p(HGNC:""CALCR""))",,CALCR
541,Activity,,10090.0,,,"act(p(MGI:""Atr""))",,Atr
542,Activity,,9606.0,,,"act(p(HGNC:""MCOLN1""))",,MCOLN1
543,Activity,,10090.0,,,"act(p(MGI:""Ifih1""))",,Ifih1
544,Activity,,9606.0,,,"act(complex(p(HGNC:""BMPR1A""),p(HGNC:""BMPR2"")))",,BMPR2;BMPR1A
545,Activity,,10116.0,,,"act(complex(p(RGD:""Cdc20""),composite(p(RGD:""Anapc1""),p(RGD:""Anapc10""),p(RGD:""Anapc11""),p(RGD:""Anapc13""),p(RGD:""Anapc2""),p(RGD:""Anapc4""),p(RGD:""Anapc5""),p(RGD:""Anapc7""),p(RGD:""Cdc16""),p(RGD:""Cdc23""),p(RGD:""Cdc26""),p(RGD:""Cdc27""))))",,Anapc5;Anapc4;Anapc1;Anapc2;Anapc11;Anapc10;Anapc7;Cdc16;Cdc27;Cdc26;Anapc13;Cdc23;Cdc20
4368,Activity,,9606.0,,,"act(p(HGNC:""ARF1""))",,ARF1
4369,Activity,,,advanced glycation end product,,"act(a(CONSO:""advanced glycation end product""))",,
4370,Activity,,10090.0,,,"act(p(MGI:""Chrm3""))",,Chrm3
4371,Activity,,9606.0,,tscript,"act(p(HGNC:""HIF1A""),ma(tscript))",,HIF1A
4372,Activity,,10090.0,,,"act(p(MGI:""Rel""))",,Rel
